,backend,prop_quality,prop_name,prop_value,prop_time
314,ibmqx2,mean,readout_error,0.032300000000000016,2020-06-14 08:30:02+00:00
315,ibmqx2,best,id_error,0.0005556421797894407,2020-06-13 08:36:23+00:00
316,ibmqx2,worst,id_error,0.0014373332920263578,2020-06-13 08:39:53+00:00
317,ibmqx2,mean,id_error,0.0008243126758630346,2020-06-13 08:34:48+00:00
318,ibmqx2,best,cx_error,0.017785660686871235,2020-06-13 09:06:33+00:00
319,ibmqx2,worst,cx_error,0.027041562454231227,2020-06-13 08:56:30+00:00
320,ibmqx2,mean,cx_error,0.0207237134913575,2020-06-13 08:45:58+00:00
321,ibmqx2,best,T1,43.14758386961319,2020-06-13 08:31:00+00:00
322,ibmqx2,worst,T1,73.44711084976186,2020-06-13 08:31:00+00:00
323,ibmqx2,mean,T1,58.62282985723107,2020-06-12 08:27:20+00:00
324,ibmqx2,best,T2,28.877871238865254,2020-06-13 08:31:56+00:00
325,ibmqx2,worst,T2,87.29807543720084,2020-06-13 08:32:54+00:00
326,ibmqx2,mean,T2,57.8186760849433,2020-06-13 08:31:56+00:00
327,ibmqx2,best,readout_error,0.012499999999999956,2020-06-13 08:30:28+00:00
328,ibmqx2,worst,readout_error,0.04150000000000009,2020-06-13 08:30:28+00:00
329,ibmqx2,mean,readout_error,0.02240000000000004,2020-06-13 08:30:28+00:00
330,ibmqx2,best,id_error,0.0005606266999673455,2020-06-12 08:31:38+00:00
331,ibmqx2,worst,id_error,0.007314131646180294,2020-06-12 08:33:24+00:00
332,ibmqx2,mean,id_error,0.002005631876113147,2020-06-12 08:31:38+00:00
333,ibmqx2,best,cx_error,0.014476007293058618,2020-06-12 09:17:02+00:00
