backend,qubit,datetime,name,units,value,log_datetime
ibmq_ourense,1,2020-06-18T07:31:14+00:00,prob_meas1_prep0,,0.02,2020-06-18T16:33:04.690429
ibmq_ourense,1,2020-06-18T08:21:02+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-17T07:12:56+00:00,T1,탎,61.463385164852106,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-18T07:32:39+00:00,T2,탎,113.27856653354029,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-18T08:21:02+00:00,frequency,GHz,4.7165745351619695,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-18T07:31:14+00:00,readout_error,,0.013000000000000012,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-18T07:31:14+00:00,prob_meas0_prep1,,0.02200000000000002,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-18T07:31:14+00:00,prob_meas1_prep0,,0.004,2020-06-18T16:33:04.690429
ibmq_ourense,2,2020-06-18T08:21:02+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T07:31:43+00:00,T1,탎,103.96194464298831,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T07:32:39+00:00,T2,탎,89.99969219295339,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T08:21:02+00:00,frequency,GHz,4.788993691816982,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T07:31:14+00:00,readout_error,,0.02200000000000002,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T07:31:14+00:00,prob_meas0_prep1,,0.03400000000000003,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T07:31:14+00:00,prob_meas1_prep0,,0.01,2020-06-18T16:33:04.690429
ibmq_ourense,3,2020-06-18T08:21:02+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T07:31:43+00:00,T1,탎,142.75660546309675,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T07:38:37+00:00,T2,탎,29.310911340909776,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T08:21:02+00:00,frequency,GHz,5.023808676200126,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T07:31:14+00:00,readout_error,,0.03200000000000003,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T07:31:14+00:00,prob_meas0_prep1,,0.03600000000000003,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T07:31:14+00:00,prob_meas1_prep0,,0.028,2020-06-18T16:33:04.690429
ibmq_ourense,4,2020-06-18T08:21:02+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:41:16+00:00,T1,탎,50.878734364458,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:41:49+00:00,T2,탎,58.74888600396966,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:51:41+00:00,frequency,GHz,5.253967475857023,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:41:04+00:00,readout_error,,0.018333333333333313,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:41:04+00:00,prob_meas0_prep1,,0.030000000000000027,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:41:04+00:00,prob_meas1_prep0,,0.006666666666666667,2020-06-18T16:33:04.690429
ibmq_london,0,2020-06-18T12:51:41+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:41:16+00:00,T1,탎,51.91428016653035,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:42:19+00:00,T2,탎,78.0772340863726,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:51:41+00:00,frequency,GHz,5.048634249130639,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:41:04+00:00,readout_error,,0.02833333333333332,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:41:04+00:00,prob_meas0_prep1,,0.030000000000000027,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:41:04+00:00,prob_meas1_prep0,,0.02666666666666667,2020-06-18T16:33:04.690429
ibmq_london,1,2020-06-18T12:51:41+00:00,id_length,ns,35.55555555555556,2020-06-18T16:33:04.690429
ibmq_london,2,2020-06-18T12:41:16+00:00,T1,탎,71.76547734970318,2020-06-18T16:33:04.690429
ibmq_london,2,2020-06-18T12:41:49+00:00,T2,탎,105.93879195641041,2020-06-18T16:33:04.690429
ibmq_london,2,2020-06-18T12:51:41+00:00,frequency,GHz,5.230568759293125,2020-06-18T16:33:04.690429
ibmq_london,2,2020-06-18T12:41:04+00:00,readout_error,,0.02833333333333332,2020-06-18T16:33:04.690429
